name,OverallRating,age,hits,PotentialGrowth,Potential-Overall
Júnior Fernandes,75,31,4,75,0
Pierrick Capelle,75,33,0,75,0
Stefan Mitrovic,75,30,0,76,1
Alfred Duncan,75,27,6,76,1
Berat Djimsiti,75,27,8,77,2
Tom Rogic,75,27,0,76,1
Adam Webster,75,25,2,79,4
Solly March,75,26,3,78,3
Sergiy Kryvtsov,75,29,0,76,1
Denys Garmash,75,30,2,75,0
Sam Johnstone,75,27,1,79,4
Vlad Chiriche?,75,30,3,75,0
Nathaniel Chalobah,75,25,10,79,4
Brice Samba,75,26,3,79,4
Fede Vico,75,26,2,79,4
Jack Butland,75,27,16,79,4
Emiliano Martínez,75,27,95,78,3
Jonathan Schmid,75,30,4,75,0
Andreas Cornelius,75,27,9,76,1
Cédric,75,28,7,75,0
Erik Sviatchenko,75,28,1,76,1
Leandro González Pirez,75,28,1,77,2
Matthew Lowton,75,31,1,75,0
Oriol Romeu,75,28,3,76,1
Jordy Clasie,75,29,5,75,0
José Pedro Fuenzalida,75,35,5,75,0
Jeffrey Bruma,75,28,2,76,1
Javi López,75,34,3,75,0
Miloš Ninkovic,75,35,2,75,0
Allan Nyom,75,32,3,75,0
Kim Shin Wook,75,32,4,75,0
Valon Berisha,75,27,4,75,0
Dídac Vilà,75,31,5,75,0
Wilfried Bony,75,31,18,75,0
Davide Santon,75,29,8,75,0
Susaeta,75,32,5,75,0
Cristian Álvarez,75,34,1,75,0
Diogo Viana,75,30,5,75,0
Dayro Moreno,75,34,5,75,0
Sebastián Fernández,75,35,1,75,0
Danny Welbeck,75,29,10,75,0
Danny Drinkwater,75,30,6,75,0
Rodolfo Cota,75,33,4,75,0
Luis Montes,75,34,4,75,0
Eric Maxim Choupo-Moting,75,31,7,75,0
Andy Carroll,75,31,8,75,0
Jose Holebas,75,36,1,75,0
Sebastian De Maio,75,33,1,75,0
Andrea Ranocchia,75,32,11,75,0
Danny Vukovic,75,35,0,75,0
Ondrej Kúdela,75,33,2,75,0
Asmir Begovic,75,33,5,75,0
Jonatan Maidana,75,35,3,75,0
Cássio,75,39,1,75,0
Salva Sevilla,75,36,3,75,0
José de Jesús Corona,75,39,4,75,0
Michael Bradley,75,32,6,75,0
Rubens Sambueza,75,36,5,75,0
Ashley Young,75,35,22,75,0
Joe Hart,75,33,10,75,0
Klaas-Jan Huntelaar,75,36,10,75,0
Marcelo Barovero,75,36,4,75,0
Willy Caballero,75,38,15,75,0
Silvio Proto,75,37,1,75,0
Oscar Dorley,74,22,1,84,10
Mostafa Mohamed,74,22,8,82,8
Guzmán Corujo,74,24,0,81,7
Kevin Dawson,74,28,0,74,0
Juan José Santigaro,74,35,2,74,0
Gabriel Martinelli,74,19,69,88,14
Lukáš Kalvach,74,25,2,79,5
Iago,74,23,1,83,9
Gustavo Assunção,74,20,11,86,12
Dejan Kulusevski,74,20,36,86,12
Dia Saba,74,27,0,75,1
Joel Kayamba,74,28,1,74,0
Alex Král,74,22,6,84,10
Bukayo Saka,74,18,83,89,15
Adam Hlozek,74,18,27,88,14
Mason Greenwood,74,18,274,89,15
Adrià Pedrosa,74,22,11,84,10
Youssouf Fofana,74,21,9,80,6
Marash Kumbulla,74,20,35,86,12
Thiago Almada,74,19,83,88,14
Luis Javier Suárez,74,22,16,85,11
Ivanildo Fernandes,74,24,1,80,6
Léandre Tawamba,74,30,0,74,0
Elvis Saric,74,30,3,74,0
Vitaliy Mykolenko,74,21,4,83,9
Volodymyr Shepelev,74,23,5,83,9
Uroš Racic,74,22,2,82,8
Nehuén Pérez,74,20,12,84,10
Nemanja Radonjic,74,24,6,79,5
Bryan Mbeumo,74,20,22,85,11
Douglas,74,32,1,74,0
Luis Milla,74,25,10,80,6
Diego Rossi,74,22,9,83,9
Perr Schuurs,74,20,14,83,9
Jawad El Yamiq,74,28,0,76,2
Mauro Júnior,74,21,3,81,7
Colin Dagba,74,21,19,79,5
Giorgi Chakvetadze,74,20,8,85,11
Marcelo Saracchi,74,22,12,81,7
Callum Hudson-Odoi,74,19,91,88,14
Alexandros Paschalakis,74,31,0,75,1
Fernando Gorriarán,74,25,6,78,4
Srdan Plavšic,74,24,0,77,3
Paulinho,74,20,39,86,12
Pêpê,74,23,4,82,8
Wilson Manafá,74,26,4,77,3
Rodrigo Becão,74,24,4,81,7
Eduard Löwen,74,23,1,81,7
Marco Richter,74,22,1,82,8
Florin Ni?a,74,33,2,74,0
Mama Baldé,74,24,4,78,4
Daniel Muñoz,74,24,4,82,8
Rodrigo,74,27,2,75,1
Mady Camara,74,23,2,81,7
Julian Gressel,74,26,0,75,1
Sean Longstaff,74,22,6,85,11
Kim Min Jae,74,23,8,81,7
Roberto Alvarado,74,21,8,82,8
Hannes Wolf,74,21,9,85,11
Alexandr Sobolev,74,23,6,78,4
Habib Maïga,74,24,2,81,7
Dominik Szoboszlai,74,19,46,87,13
Owen Wijndal,74,20,11,84,10
Douglas Luiz,74,22,16,87,13
Sam Lammers,74,23,5,82,8
Yves Bissouma,74,23,6,79,5
Alexis Claude-Maurice,74,22,9,79,5
Marc Cardona,74,25,5,80,6
Ezequiel Barco,74,21,23,85,11
Nicolas Moumi Ngamaleu,74,26,1,77,3
Dylan Bronn,74,25,1,79,5
Fedor Chalov,74,22,13,82,8
Efecan Karaca,74,30,5,74,0
Florian Müller,74,22,6,82,8
Salvi Sánchez,74,29,1,74,0
Didier Lamkel Zé,74,23,4,79,5
Emanuel Reynoso,74,24,3,80,6
Carlos Quintana,74,32,0,74,0
Orel Mangala,74,22,2,83,9
Caio Milaçar,74,24,0,74,0
Luis Sinisterra,74,21,8,84,10
Miha Zajc,74,26,3,79,5
Mathias Pereira Lage,74,23,2,82,8
Junya Ito,74,27,1,74,0
Bernardo,74,25,3,78,4
Teruhito Nakagawa,74,28,2,74,0
Chidozie Awaziem,74,23,0,81,7
Cristian Romero,74,22,15,84,10
Konstantinos Tsimikas,74,24,13,79,5
Joaquín,74,24,3,81,7
Jack Harrison,74,23,14,80,6
Abdülkadir Ömür,74,21,8,83,9
Landry Dimata,74,22,1,81,7
Axel Tuanzebe,74,22,26,82,8
Brahim,74,20,33,86,12
Iván Alejo,74,25,1,77,3
Braian Cufré,74,23,11,81,7
Adam Ounas,74,23,11,79,5
Mathieu Cafaro,74,23,3,82,8
Jhon Lucumi,74,22,5,83,9
Jamiro Monteiro,74,26,0,77,3
Christian Bassogog,74,24,4,79,5
Zelimkhan Bakaev,74,24,5,83,9
Josip Mišic,74,26,1,78,4
Filip Krovinovic,74,24,2,80,6
Ádám Nagy,74,25,6,79,5
Ademola Lookman,74,22,16,84,10
Tino Kadewere,74,24,6,80,6
Gustavo Sauer,74,27,2,74,0
Hélton Celanova,74,28,4,74,0
Leo Caldeirinha,74,24,1,74,0
Marlon Nideiro,74,24,3,74,0
Fábio Melitinho,74,24,2,74,0
Leordinho Paes,74,20,0,74,0
Rodolfo Pittaça,74,20,0,76,2
Dagoberto Esteiro,74,24,0,76,2
Edercinho Sepa,74,20,1,74,0
Enaldo Toxeto,74,36,2,74,0
Emu Teixeira,74,36,0,74,0
Nicolás Formido,74,20,2,74,0
Leo Vimieiro,74,24,2,76,2
César Montes,74,23,11,82,8
Rade Krunic,74,26,5,77,3
Alexander Barboza,74,25,0,79,5
Nicolás Benedetti,74,23,4,81,7
Bryan Heynen,74,23,0,80,6
Miloš Degenek,74,26,12,79,5
Waldemar Anton,74,24,5,81,7
Dalbert,74,26,6,75,1
Alexis De Sart,74,23,1,80,6
Wuilker Faríñez,74,22,26,86,12
Bruno Valdez,74,27,3,76,2
Yoshinori Muto,74,28,5,74,0
Viktor Kovalenko,74,24,7,81,7
Pape Abou Cissé,74,24,4,80,6
Hamza Choudhury,74,22,6,80,6
Matej Jonjic,74,29,0,74,0
Nuno Santos,74,25,3,77,3
Maximilian Mittelstädt,74,23,2,83,9
Matty Cash,74,22,18,82,8
Cristian Borja,74,27,0,74,0
Jeremiah St. Juste,74,23,8,79,5
Cristian Roldan,74,25,4,81,7
Lucas Gamba,74,33,0,74,0
Ismaël Bennacer,74,22,51,84,10
Nicolás Giménez,74,24,1,81,7
Jakub Jankto,74,24,6,81,7
Cristian Espinoza,74,25,1,76,2
André Horta,74,23,3,81,7
Ángel González,74,26,3,77,3
Todd Cantwell,74,22,23,82,8
Kelechi Iheanacho,74,23,13,80,6
Camilo Mayada,74,29,3,74,0
Hernani,74,26,2,78,4
Adam Masina,74,26,2,76,2
Ola Aina,74,23,7,81,7
Orbelín Pineda,74,24,9,81,7
Walter Bou,74,26,0,76,2
Kristoffer Ajer,74,22,10,82,8
Granell,74,31,2,74,0
Danilo,74,24,3,78,4
Carraça,74,27,1,75,1
Pablo Martinez,74,31,0,74,0
Ali Adnan,74,26,10,75,1
Ezequiel Unsain,74,25,4,79,5
Peter Michorl,74,25,0,78,4
Luciano Acosta,74,26,1,75,1
Lys Mousset,74,24,1,79,5
Sverrir Ingi Ingason,74,26,3,78,4
Jérôme Junior Onguéné,74,22,4,82,8
Tim Leibold,74,26,2,77,3
Badou Ndiaye,74,29,2,74,0
Jean-Eudes Aholou,74,26,0,78,4
Ryan Thomas,74,25,2,78,4
Gastón Silva,74,26,6,77,3
Renato Tapia,74,25,7,79,5
Demarai Gray,74,24,7,78,4
Valentín Vada,74,24,0,78,4
Mattia Zaccagni,74,25,0,80,6
Oliver McBurnie,74,24,10,81,7
Thulani Hlatshwayo,74,30,2,74,0
Sean Klaiber,74,25,0,77,3
Roger Martínez,74,26,9,79,5
Bruno Varela,74,25,2,77,3
Facundo Sánchez,74,30,1,74,0
Lukas Lerager,74,27,0,77,3
Andre Blake,74,29,2,76,2
Carlos Mané,74,26,2,75,1
Sebastián Torrico,74,40,1,74,0
Angus Gunn,74,24,7,79,5
Cican Stankovic,74,27,1,77,3
Jorge Broun,74,34,1,74,0
Alireza Jahanbakhsh,74,26,7,74,0
Marlon,74,24,8,79,5
Jonathan Silva,74,26,1,79,5
Lucas Zelarayán,74,28,3,74,0
Édson Puch,74,33,1,74,0
Paolo Goltz,74,35,0,74,0
Igor Lichnovsky,74,26,0,79,5
Nicolás Vikonis,74,36,1,74,0
Martín Nervo,74,29,0,75,1
Róber,74,25,2,80,6
Wesley Saïd,74,25,2,76,2
Joris van Overeem,74,26,1,76,2
Dorian Dessoleil,74,27,0,76,2
Dória,74,25,4,77,3
Marius Müller,74,27,0,79,5
Mike van der Hoorn,74,27,6,77,3
Nicolas López,74,26,7,77,3
Filip Helander,74,27,1,76,2
Roberto Torres,74,31,1,74,0
Simon Falette,74,28,3,76,2
Stefano Denswil,74,27,4,77,3
Joel Campbell,74,28,8,74,0
Ole Kristian Selnæs,74,26,4,78,4
Luis Advíncula,74,30,11,74,0
Bruno Zuculini,74,27,3,75,1
Alfredo Donnarumma,74,29,4,74,0
Ravel Morrison,74,27,7,75,1
Jeffrey Schlupp,74,27,3,74,0
Pulido,74,29,1,75,1
Nicolás Blandi,74,30,4,74,0
Diego Mariño,74,30,0,75,1
Trent Sainsbury,74,28,2,75,1
Stefan Bell,74,28,3,75,1
Dan Burn,74,28,4,75,1
Esteban Paredes,74,39,5,74,0
Bill Hamid,74,29,1,76,2
Yuto Nagatomo,74,33,4,74,0
Milan Heca,74,29,0,76,2
Fabio Pisacane,74,34,3,74,0
Mateusz Klich,74,30,6,74,0
Milton Caraglio,74,31,3,74,0
Maya Yoshida,74,31,5,74,0
Alejandro Bedoya,74,33,3,74,0
Kamil Wilczek,74,32,2,74,0
André Hansen,74,30,1,75,1
Karl-Johan Johnsson,74,30,2,75,1
Marcel Schmelzer,74,32,5,74,0
Carlos Villanueva,74,34,2,74,0
Deniz Kadah,74,34,4,74,0
Ádám Szalai,74,32,3,74,0
Miguel Layún,74,32,7,74,0
Kamil Grosicki,74,32,6,74,0
Bojan,74,29,10,74,0
Matías Fernández,74,34,8,74,0
Ron Vlaar,74,35,1,74,0
Samir Nasri,74,33,8,74,0
Sebastian Larsson,74,35,4,74,0
Daniele Padelli,74,34,0,74,0
Jorge Valdivia,74,36,5,74,0
Lukas Podolski,74,35,11,74,0
Mario Gómez,74,35,3,74,0
Pablo Zabaleta,74,35,5,74,0
Leonardo Ponzio,74,38,2,74,0
Michel Vorm,74,36,3,74,0
Wes Morgan,74,36,7,74,0
Mario Álvarez,74,38,0,74,0
Maximiliano Rodríguez,74,39,2,74,0
Phil Jagielka,74,37,3,74,0
Allan McGregor,74,38,3,74,0
Fabricio Coloccini,74,38,1,74,0
Ricardo Costa,74,39,0,74,0
Raphaël Nuzzolo,74,37,0,74,0
Jorge Pinos,73,30,1,73,0
Richard Schunke,73,28,0,74,1
Rodrigo Abascal,73,26,0,75,2
Ansu Fati,73,17,243,90,17
Romário Baró,73,20,8,87,14
Domagoj Bradaric,73,20,8,83,10
Erick Lardero,73,31,0,73,0
Víctor Sabanter,73,32,2,73,0
Anthony Alfárnez,73,35,2,73,0
Douglas Augusto,73,23,0,79,6
Jean Lucas,73,22,1,83,10
David Lischka,73,22,2,82,9
Ezequiel Piovi,73,27,0,76,3
Tomáš Holeš,73,27,0,74,1
Tete,73,20,11,86,13
Carlos Neva,73,24,0,78,5
Giorgios Masouras,73,26,0,74,1
Maxence Caqueret,73,20,16,86,13
Yari Verschaeren,73,19,39,87,14
Boulaye Dia,73,23,2,81,8
Arthur Cabral,73,22,2,84,11
Vítor Tormena,73,24,0,77,4
Luca Sangalli,73,25,1,78,5
Jean-Clair Todibo,73,20,33,86,13
Toma Bašic,73,23,2,80,7
Aleš Cermák,73,25,0,76,3
Puado,73,22,3,83,10
Artem Shabanov,73,28,1,75,2
Mykola Shaparenko,73,21,10,84,11
Dino Peric,73,26,0,76,3
Nikola Moro,73,22,6,81,8
Enric Gallego,73,33,1,73,0
Makhete Diop,73,33,0,73,0
Igor Plastun,73,29,0,73,0
Altay Bayindir,73,22,4,80,7
Pedro Porro,73,20,18,83,10
Michal Trávník,73,26,2,76,3
Cody Gakpo,73,21,3,83,10
Jorman Campuzano,73,24,5,80,7
Tiago Sá,73,25,0,78,5
Manu Morlanes,73,21,1,83,10
Borna Barišic,73,27,2,74,1
Dani Raba,73,24,2,79,6
Eljif Elmas,73,20,14,85,12
Francis,73,24,0,79,6
Nicolás González,73,22,13,83,10
Carles Pérez,73,22,16,84,11
Cláudio Falcão,73,26,1,77,4
Dimitris Limnios,73,22,2,80,7
Max Aarons,73,20,73,85,12
Dennis Man,73,21,7,82,9
Bebeto,73,30,0,73,0
Michal Sácek,73,23,1,79,6
Saba Lobjanidze,73,25,1,76,3
Masaya Okugawa,73,24,3,79,6
Alfa Semedo,73,22,5,80,7
Hervé Koffi,73,23,0,83,10
Óscar,73,22,4,84,11
Christoph Zimmermann,73,27,0,75,2
Pedro Sá,73,26,0,77,4
Sebastian Vasiliadis,73,22,1,80,7
Ruben Vargas,73,21,3,84,11
Florinel Coman,73,22,6,83,10
Marcão,73,26,2,78,5
Nahuel Bustos,73,22,5,83,10
Chidera Ejuke,73,22,1,79,6
Nicolás Reniero,73,25,3,78,5
José Rodríguez,73,24,1,79,6
James Léa Siliki,73,24,1,78,5
Jordan Torunarigha,73,22,9,84,11
Fodé Ballo-Touré,73,23,4,79,6
Anthony Caci,73,23,6,81,8
Artur Jorge,73,25,3,77,4
Eduard Atuesta,73,23,4,81,8
Pedro Aquino,73,25,4,80,7
Nildo Reisão,73,24,0,73,0
Douglas Armeira,73,28,0,73,0
Marcus Edwards,73,21,14,83,10
Dennis Geiger,73,22,1,82,9
Jerdy Schouten,73,23,0,80,7
Jonathan Menéndez,73,26,3,74,1
Ivan Oblyakov,73,22,4,83,10
Maycon,73,23,2,84,11
Chanathip Songkrasin,73,26,2,74,1
Luis Abram,73,24,8,80,7
Vágner Corraldo,73,20,3,73,0
Sofiane Alakouch,73,22,3,81,8
Neris,73,28,1,74,1
Vukašin Jovanovic,73,24,1,76,3
Milad Mohammadi,73,26,3,76,3
Yu Kobayashi,73,32,4,73,0
Marcel Hartel,73,24,2,76,3
Diego Zabala,73,28,1,73,0
Federico Ricca,73,25,1,77,4
Ryota Morioka,73,29,1,73,0
Toni Lato,73,22,10,81,8
Mitchell van Bergen,73,20,8,81,8
Álvaro Tejero,73,24,1,82,9
Reiss Nelson,73,20,34,83,10
Diogo Gonçalves,73,23,1,80,7
Ayrton,73,23,9,84,11
Jamal Lewis,73,22,15,83,10
Carlos de Pena,73,28,2,73,0
Lyanco,73,23,7,82,9
Gus Outomouro,73,24,1,73,0
Thio Rolim,73,24,0,75,2
Claudiosa Paes,73,32,0,73,0
Luis Couprins,73,20,1,73,0
Miltisco Paulino,73,20,0,73,0
Deiverson Kaio,73,36,0,73,0
Teixe Gaúcho,73,20,0,75,2
Evandro Rochedo,73,24,5,73,0
Eduardo Henrique,73,25,1,79,6
Lucas Rodríguez,73,23,6,80,7
Ante Coric,73,23,6,82,9
Thembinkosi Lorch,73,27,1,74,1
Aminu Umar,73,25,2,76,3
Raillo,73,28,0,75,2
Mohamed El Shenawy,73,31,5,73,0
Anastasios Donis,73,23,5,81,8
Bart Ramselaar,73,24,3,78,5
Franco Soldano,73,25,2,77,4
Cyle Larin,73,25,2,78,5
Pape Cheikh Diop,73,22,3,82,9
Ianis Hagi,73,21,11,82,9
Andrea Cistana,73,23,8,82,9
Che Adams,73,24,16,80,7
Pedro Gallese,73,30,3,73,0
Kasim Adams Nuhu,73,25,2,79,6
Kingsley Ehizibue,73,25,7,77,4
Ilzat Akhmetov,73,22,1,81,8
David García,73,26,2,77,4
Emiliano Velázquez,73,26,3,78,5
Benjamín Kuscevic,73,24,6,81,8
Vincent Koziello,73,24,4,79,6
Percy Tau,73,26,7,76,3
Gaetano Castrovilli,73,23,19,82,9
Javairô Dilrosun,73,22,7,86,13
Arnaud Lusamba,73,23,4,78,5
Yan Junling,73,29,5,75,2
Ryan Kent,73,23,27,82,9
Haris Belkebla,73,26,1,76,3
Bingourou Kamara,73,23,1,82,9
Luis Rioja,73,26,1,74,1
Manu García,73,22,7,83,10
Dorukhan Toköz,73,24,5,78,5
Fede,73,23,1,81,8
Munir,73,31,1,74,1
Ozan Tufan,73,25,5,78,5
Alexis Blin,73,23,0,77,4
Bernard Mensah,73,25,9,78,5
Albian Ajeti,73,23,5,80,7
Patrick Roberts,73,23,7,81,8
Adam Armstrong,73,23,9,81,8
Erik Thommy,73,25,0,75,2
Hélder Costa,73,26,9,74,1
Wilfried Kanon,73,27,2,75,2
Jacob Rinne,73,27,0,78,5
Jeremías Ledesma,73,27,0,77,4
Vyacheslav Karavaev,73,25,7,76,3
Rafa Soares,73,25,4,78,5
Pozo,73,24,2,80,7
Ambroise Oyongo,73,29,2,73,0
Paul Arriola,73,25,5,76,3
Álvaro García,73,27,0,73,0
Erik,73,26,4,76,3
Fernando Monetti,73,31,1,73,0
Matt Miazga,73,25,6,78,5
Federico Lértora,73,30,2,73,0
Emmanuel Mas,73,31,2,73,0
Rodrigo Gómez,73,27,6,73,0
Davide Biraschi,73,26,1,80,7
Fábio Cardoso,73,26,1,78,5
Ken Sema,73,26,5,74,1
Chuba Akpom,73,24,10,78,5
Levin Öztunali,73,24,4,78,5
Ben Davies,73,24,1,80,7
Tiago Silva,73,27,3,76,3
Riechedly Bazoer,73,23,5,78,5
Kenan Karaman,73,26,1,75,2
Jérémie Bela,73,27,1,73,0
Marc Schnatterer,73,34,2,73,0
Olarenwaju Kayode,73,27,2,76,3
Pablo De Blasis,73,32,1,73,0
Julián Velázquez,73,29,3,74,1
Ahmed Hegazi,73,29,2,74,1
Marc Stendera,73,24,2,78,5
Edgar Ié,73,26,0,78,5
Alberto Brignoli,73,28,2,76,3
Filippo Falco,73,28,4,73,0
Anastasios Bakasetas,73,27,7,75,2
Denys Bain,73,27,2,77,4
Erik Durm,73,28,3,74,1
Franco Fragapane,73,27,2,73,0
Callum Robinson,73,25,6,77,4
Mykola Morozyuk,73,32,3,73,0
João Pereira,73,36,1,73,0
Bigas,73,29,1,74,1
Patric,73,27,5,76,3
Nildo Petrolina,73,34,0,73,0
Ghayas Zahid,73,25,0,77,4
Joe Ralls,73,26,2,75,2
Edgar Badía,73,28,0,76,3
Charly Musonda,73,23,18,79,6
Ahmed El Shenawy,73,29,0,74,1
Thulani Serero,73,30,4,73,0
Leigh Griffiths,73,29,3,73,0
Dimitri Bisoli,73,26,3,75,2
Stefano Sturaro,73,27,4,74,1
Luis Mejía,73,29,0,75,2
Johannes Geis,73,26,6,75,2
Onel Hernández,73,27,3,73,0
Anthony Limbombe,73,26,5,76,3
Ahmed Musa,73,27,19,73,0
Ladislav Krejcí,73,28,3,73,0
Tim Melia,73,34,1,73,0
Ben Gibson,73,27,1,76,3
Michael Hector,73,28,3,75,2
Martín Silva,73,37,0,73,0
Josip Drmic,73,27,5,73,0
Guitián,73,30,0,74,1
Khouma Babacar,73,27,5,74,1
Jackson Martínez,73,33,3,73,0
Shinji Okazaki,73,34,11,73,0
Shaun Hutchinson,73,29,4,73,0
Douglas,73,29,6,73,0
Mattia Destro,73,29,5,73,0
Karl Darlow,73,29,1,75,2
Emanuele Giaccherini,73,35,4,73,0
Alexey Ionov,73,31,3,73,0
Alfredo Saldívar,73,30,2,74,1
Federico Macheda,73,28,6,73,0
Harry Arter,73,30,5,73,0
Christian Benteke,73,29,9,73,0
Aurélien Chedjou,73,35,0,73,0
Luisinho,73,35,1,73,0
Óscar Cardozo,73,37,1,73,0
Demba Ba,73,35,3,73,0
Adrián Ramos,73,34,3,73,0
Mevlüt Erdinç,73,33,2,73,0
Gonzalo Bergessio,73,36,2,73,0
Shane Long,73,33,5,73,0
Ismael Sosa,73,33,7,73,0
Gökhan Inler,73,36,4,73,0
Aaron Lennon,73,33,8,73,0
Christian Maggio,73,38,4,73,0
Rafael,73,38,3,73,0
Christian Fuchs,73,34,4,73,0
Germán Lux,73,38,0,73,0
Bruno Alves,73,38,6,73,0
Goran Pandev,73,37,3,73,0
Cifuentes,73,41,2,73,0
Nicolas Penneteau,73,39,0,73,0
Boško Šutalo,72,20,4,83,11
Patrik Hellebrand,72,21,1,82,10
Pedro Mendes,72,20,5,84,12
Reinier,72,18,60,90,18
Anderson Julio,72,24,2,76,4
Hussein El Shahat,72,28,0,72,0
Mike Trésor Ndayishimiye,72,21,1,80,8
Joey Veerman,72,21,0,80,8
Luka Ivanušec,72,21,3,82,10
Ali Musrati,72,24,1,77,5
Patrick William,72,23,3,81,9
Pedri,72,17,54,89,17
Sergiño Dest,72,19,30,82,10
Bruno Vendaza,72,39,0,72,0
Jean Carlos Veria,72,36,1,72,0
Gabriel Fernández,72,26,1,77,5
Shon Weissman,72,24,5,76,4
Mehrdad Mohammadi,72,26,1,75,3
Jesús Soraire,72,31,0,72,0
Fabio Pereyra,72,30,0,72,0
Fernando Torrent,72,28,1,72,0
Bogdan Planic,72,28,0,74,2
Andrei Burca,72,27,1,75,3
Giovanni González,72,25,1,77,5
Martin Hašek,72,24,0,75,3
Matej Hanousek,72,27,0,74,2
Ante Palaversa,72,20,7,85,13
Gonzalo Plata,72,19,12,84,12
Abdoul-Kader Bamba,72,26,2,75,3
Aihen Muñoz,72,22,3,83,11
Barrenetxea,72,18,8,84,12
Iddrisu Baba,72,24,1,81,9
Abdulkadir Parmak,72,25,3,77,5
Tomás Tavares,72,19,14,84,12
Otar Kiteishvili,72,24,0,78,6
Mamadou Loum,72,23,1,81,9
Pavel Bucha,72,22,2,80,8
Marko Jevtovic,72,27,0,73,1
Marius Bülter,72,27,0,72,0
Fernando,72,21,8,84,12
Adrian Fein,72,21,7,83,11
Lovro Majer,72,22,3,80,8
Luquinhas,72,23,2,78,6
Alexandru Paun,72,25,3,75,3
Giovanni Zarfino,72,28,2,72,0
Mohamed Simakan,72,20,24,86,14
Fernando Andrade,72,27,1,73,1
Brandon Williams,72,19,56,86,14
Heriberto Tavares,72,23,24,79,7
Enock Mwepu,72,22,2,79,7
Tudor Balu?a,72,21,5,83,11
Imran Louza,72,21,1,83,11
Ionu? Nedelcearu,72,24,7,80,8
Benoît Badiashile,72,19,129,79,7
Liberato Cacace,72,19,12,83,11
Stephen Eustáquio,72,23,1,80,8
Konstantinos Mavropanos,72,22,5,83,11
Omar Fernández,72,27,1,72,0
Albert Sambi Lokonga,72,20,3,83,11
Daniel Akpeyi,72,34,1,72,0
Aurélien Tchouaméni,72,20,11,79,7
Mounir Chouiar,72,21,2,79,7
David Martínez,72,22,1,79,7
Ignatius Ganago,72,21,8,78,6
Rodrigo Amaral,72,23,0,81,9
Denis Vavro,72,24,1,79,7
Kevin Rüegg,72,21,11,82,10
Lukáš Štetina,72,29,2,73,1
Léo Jabá,72,21,1,81,9
Konstantinos Galanopoulos,72,22,1,80,8
Bryan Acosta,72,26,0,73,1
Mickaël Cuisance,72,20,85,84,12
Matías de los Santos,72,27,2,75,3
Matteo Pessina,72,23,6,81,9
José Juan Macías,72,20,24,84,12
Bremer,72,23,5,81,9
Ibrahima Diallo,72,21,1,79,7
Robin Hack,72,21,4,82,10
Bogdan ?îru,72,26,0,75,3
Leonardo Koutris,72,25,0,77,5
Christopher Antwi-Adjej,72,26,1,73,1
Emre Kilinç,72,25,4,75,3
Nazim Sangaré,72,26,2,76,4
Nacho Vidal,72,25,2,77,5
Tyrell Malacia,72,20,10,81,9
Diego Lainez,72,20,31,83,11
Michael Murillo,72,24,3,77,5
Takefusa Kubo,72,19,126,87,15
Bruno Xadas,72,22,4,81,9
Yuri Ribeiro,72,23,3,78,6
Latif Blessing,72,23,2,75,3
Bruno Wilson,72,23,2,80,8
Isak Pettersson,72,23,2,79,7
Anastasios Chatzigiovanis,72,23,4,78,6
Jaromír Zmrhal,72,26,2,72,0
Gerardo Arteaga,72,21,15,79,7
Arnaud Nordin,72,22,4,80,8
Wesley Lautoa,72,32,0,72,0
Dimitris Giannoulis,72,24,2,77,5
Enzo Merques,72,24,1,72,0
Iván Gómez,72,23,2,83,11
Patrick Burner,72,24,1,76,4
Pol Lirola,72,22,4,77,5
Giorgi Kvilitaia,72,26,0,74,2
Victor Nelsson,72,21,2,82,10
Álvaro Jiménez,72,25,0,78,6
Carlos Rodríguez,72,23,5,79,7
Carlos Acevedo,72,24,54,79,7
Rúben Vinagre,72,21,10,83,11
Nana Ampomah,72,24,0,77,5
Gregor Kobel,72,22,3,81,9
Yevhen Shakhov,72,29,0,72,0
Aleksandar Sedlar,72,28,1,74,2
Fredrik Jensen,72,22,0,79,7
Yan Brice Eteki,72,22,0,81,9
Diogo Leite,72,21,13,83,11
Oualid El Hajjam,72,29,3,72,0
Evander,72,22,3,82,10
Oghenekaro Etebo,72,24,6,79,7
Johannes Eggestein,72,22,10,81,9
Lewis Travis,72,22,3,84,12
Artur,72,24,4,77,5
Yangel Herrera,72,22,9,81,9
Rômulo Calsede,72,20,3,72,0
Léo Duarte,72,24,12,82,10
Júnior Morais,72,34,0,72,0
Alexandr Maksimenko,72,22,7,83,11
Samuel Grandsir,72,23,3,79,7
Jorge Sánchez,72,22,5,78,6
Riley McGree,72,21,0,79,7
Russell Canouse,72,25,1,79,7
Rifat Zhemaletdinov,72,23,1,79,7
Garrido,72,30,2,72,0
Franco Troyansky,72,23,1,78,6
Takehiro Tomiyasu,72,21,16,83,11
Yoshifumi Kashiwa,72,33,1,72,0
Wataru Endo,72,27,2,74,2
Maurício,72,28,1,73,1
Timothy Fosu-Mensah,72,22,33,80,8
Agustín Bouzat,72,26,3,73,1
Jeison Lucumi,72,25,0,75,3
Grady Diangana,72,22,6,84,12
Aitor,72,24,4,78,6
Emre Mor,72,23,20,79,7
Michael Santos,72,27,2,73,1
Nilsito Vilela,72,32,1,72,0
Paulao Junqueiras,72,20,0,72,0
Adrián Burnabão,72,24,0,72,0
Igor Madinha,72,24,1,74,2
